amplitude,location,response_location,reaction_time
3.12,0,0,0.2878
3.12,0,0,0.3118
3.12,19,0,0.3181
3.12,19,0,0.4355
3.12,0,0,0.3898
3.12,19,19,0.36
3.12,19,0,0.2601
3.12,19,19,0.3258
3.12,0,0,0.5337
3.12,0,0,0.3179
3.12,0,0,0.3481
3.12,0,0,0.3621
3.12,19,0,0.494
3.12,0,0,0.3619
3.12,0,0,0.358
3.12,0,0,0.2839
3.12,19,19,0.3158
3.12,19,19,0.5718
3.12,19,19,0.472
3.12,19,19,0.6078
3.12,19,0,0.3618
3.12,0,0,0.3401
3.12,0,0,0.4637
3.12,0,0,0.3738
3.12,0,0,0.3639
3.12,19,0,0.2741
3.12,0,19,0.3997
3.12,19,19,0.4281
3.12,0,0,0.5281
3.12,19,19,0.4859
3.12,0,0,0.3084
3.12,19,0,0.378
3.12,19,19,0.2761
3.12,19,0,0.4178
3.12,19,0,0.3658
3.12,19,19,0.3623
3.12,19,0,0.388
3.12,0,19,0.3199
3.12,19,0,0.43
3.12,19,0,0.3839
3.12,0,0,0.3181
3.12,0,0,0.3318
3.12,0,0,0.28
3.12,0,19,0.5279
3.12,19,0,0.2936
3.12,0,0,0.3341
3.12,19,0,0.3403
3.12,0,0,0.2961
3.12,19,19,0.3198
3.12,0,0,0.3998
3.12,0,0,0.1782
